Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating
JANE TODD CRAWFORD HOSPITAL,202-206 MILBY STREET,GREENSBURG,KY,42743,GREEN,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,Acute Care Hospitals,Proprietary,True,2.0
UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,True,1.0
TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,GA,30180,CARROLL,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
KIRBY MEDICAL CENTER,1111 N STATE ST,MONTICELLO,IL,61856,PIATT,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,46202,MARION,Acute Care Hospitals,Government - Local,True,3.0
MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA ROAD,BENTON,KY,42025,MARSHALL,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,WAYNE,Critical Access Hospitals,Voluntary non-profit - Other,True,3.0
LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,LAFAYETTE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
FAIRFIELD MEMORIAL HOSPITAL 1,303 N W 11TH STREET,FAIRFIELD,IL,62837,WAYNE,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
CALDWELL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,PRINCETON,KY,42445,CALDWELL,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
TAYLORVILLE MEMORIAL HOSPITAL,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,CHRISTIAN,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,COBB,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,WAYNE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,LOUISA,KY,41230,LAWRENCE,Acute Care Hospitals,Proprietary,True,3.0
COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,COLQUITT,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,DUBUQUE,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
CITIZENS MEDICAL CENTER,100 E COLLEGE DRIVE,COLBY,KS,67701,THOMAS,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,GREENE,Critical Access Hospitals,Proprietary,True,3.0
INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,MARION,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
SAVOY MEDICAL CENTER,801 POINCIANA AVENUE,MAMOU,LA,70554,EVANGELINE,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,FAYETTE,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
CENTRAL LOUISIANA SURGICAL HOSPITAL,651 NORTH BOLTON AVE,ALEXANDRIA,LA,71301,RAPIDES,Acute Care Hospitals,Physician,False,5.0
HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,MONTGOMERY,Critical Access Hospitals,Voluntary non-profit - Private,True,2.0
FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,Acute Care Hospitals,Proprietary,True,1.0
ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,Acute Care Hospitals,Voluntary non-profit - Church,True,5.0
SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,DUPAGE,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MIDDLESEX,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,TROUP,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
RAPIDES REGIONAL MEDICAL CENTER,211 4TH STREET,ALEXANDRIA,LA,71301,RAPIDES,Acute Care Hospitals,Proprietary,True,3.0
MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,ST JOSEPH,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER,LA,70634,BEAUREGARD,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MCLEAN,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,NAMPA,ID,83686,CANYON,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,40391,CLARK,Acute Care Hospitals,Proprietary,True,4.0
ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,BEDFORD,IN,47421,LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
COFFEYVILLE REGIONAL MEDICAL CENTER,1400 W 4TH ST,COFFEYVILLE,KS,67337,MONTGOMERY,Acute Care Hospitals,Government - Local,True,3.0
ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
POINTE COUPEE GENERAL HOSPITAL,2202 FALSE RIVER DRIVE,NEW ROADS,LA,70760,POINTE COUPEE,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,47630,WARRICK,Acute Care Hospitals,Proprietary,True,3.0
BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,LEESVILLE,LA,71446,VERNON,Acute Care Hospitals,Proprietary,True,3.0
METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",14800 WEST ST TERESA,WICHITA,KS,67235,SEDGWICK,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,42101,WARREN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,PIKE,Acute Care Hospitals,Proprietary,True,3.0
PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,HONOLULU,Acute Care Hospitals,Proprietary,True,4.0
ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,46845,ALLEN,Acute Care Hospitals,Voluntary non-profit - Private,True,5.0
ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DUPAGE,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,642 W HOSPITAL RD,PAOLI,IN,47454,ORANGE,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,2315 E MAIN STREET,NEW IBERIA,LA,70562,IBERIA,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
SAINT LUKE'S CUSHING HOSPITAL,711 MARSHALL STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,NEWTON,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60194,COOK,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
RUSSELL COUNTY HOSPITAL,153 DOWELL ROAD,RUSSELL SPRINGS,KY,42642,RUSSELL,Critical Access Hospitals,Government - Local,True,3.0
STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,HONOLULU,Acute Care Hospitals,Proprietary,True,5.0
RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,RAYVILLE,LA,71269,RICHLAND,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
MARCUM AND WALLACE MEMORIAL HOSPITAL,60 MERCY COURT,IRVINE,KY,40336,ESTILL,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
CHRISTUS ST FRANCES CABRINI HOSPITAL,3330 MASONIC DRIVE,ALEXANDRIA,LA,71301,RAPIDES,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
ST VINCENT JENNINGS HOSPITAL INC,301 HENRY ST,NORTH VERNON,IN,47265,JENNINGS,Critical Access Hospitals,Voluntary non-profit - Church,True,3.0
METHODIST HOSPITAL UNION COUNTY,4604 US HIGHWAY 60 WEST,MORGANFIELD,KY,42437,UNION,Critical Access Hospitals,Voluntary non-profit - Church,True,3.0
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,COOK,Acute Care Hospitals,Proprietary,True,2.0
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,2900 W 16TH ST,BEDFORD,IN,47421,LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ST CHARLES PARISH HOSPITAL,1057 PAUL MAILLARD ROAD,LULING,LA,70070,SAINT CHARLES,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
JEWISH HOSPITAL - SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,SHELBY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042,BOONE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,Acute Care Hospitals,Voluntary non-profit - Church,True,3.0
PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,Critical Access Hospitals,Government - Local,True,3.0
LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42003,MCCRACKEN,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,52403,LINN,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,IN,47501,DAVIESS,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
CAMERON MEMORIAL COMMUNITY HOSPITAL INC,416 E MAUMEE ST,ANGOLA,IN,46703,STEUBEN,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
UNIVERSITY OF KENTUCKY HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,FAYETTE,Acute Care Hospitals,Government - State,True,3.0
DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,46706,DE KALB,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MARGARET MARY HEALTH,321 MITCHELL AVE,BATESVILLE,IN,47006,RIPLEY,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Church,True,5.0
PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,IN,46845,ALLEN,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,CHATTOOGA,Acute Care Hospitals,Proprietary,True,3.0
BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,46714,WELLS,Acute Care Hospitals,Proprietary,True,3.0
METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,IDA,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,JACKSON,Acute Care Hospitals,Government - Local,True,5.0
ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,51104,WOODBURY,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,POLK,Acute Care Hospitals,Government - Local,True,3.0
CHRISTUS HEALTH SHREVEPORT - BOSSIER,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,LA,71105,CADDO,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GWINNETT,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,CASS,Critical Access Hospitals,Government - Local,True,3.0
BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,MONONA,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,ESSEX,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
REPUBLIC COUNTY HOSPITAL,2420 G STREET,BELLEVILLE,KS,66935,REPUBLIC,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
"ST MARY'S SACRED HEART HOSPITAL, INC",367 CLEAR CREEK PARKWAY,LAVONIA,GA,30553,FRANKLIN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,Acute Care Hospitals,Voluntary non-profit - Other,True,2.0
FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,DUBUQUE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62902,JACKSON,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,1432,MIDDLESEX,Acute Care Hospitals,Proprietary,True,3.0
BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,LINN,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,71457,NATCHITOCHES,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,HONOLULU,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,Acute Care Hospitals,Proprietary,True,4.0
JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON ROAD,JENNINGS,LA,70546,JEFFERSON DAVIS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
PRATT REGIONAL MEDICAL CENTER,200 COMMODORE ST,PRATT,KS,67124,PRATT,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,GRANGEVILLE,ID,83530,IDAHO,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,IN,47303,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,NORFOLK,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,BOONE,Critical Access Hospitals,Government - Local,True,3.0
SAINT JOSEPH MARTIN,11203 MAIN STREET,MARTIN,KY,41649,FLOYD,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,OTTAWA,KS,66067,FRANKLIN,Acute Care Hospitals,Government - Local,True,4.0
KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,46580,KOSCIUSKO,Acute Care Hospitals,Proprietary,True,3.0
MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,RICHMOND,Acute Care Hospitals,Voluntary non-profit - Other,True,1.0
UNION COUNTY HOSPITAL,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,Critical Access Hospitals,Proprietary,True,3.0
WESTERN PLAINS MEDICAL COMPLEX,3001 AVENUE A,DODGE CITY,KS,67801,FORD,Acute Care Hospitals,Proprietary,True,3.0
STARKE HOSPITAL,102 E CULVER RD,KNOX,IN,46534,STARKE,Acute Care Hospitals,Proprietary,True,4.0
LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,46350,LA PORTE,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
WINN PARISH MEDICAL CENTER,301 W BOUNDARY STREET,WINNFIELD,LA,71483,WINN,Acute Care Hospitals,Proprietary,True,3.0
TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,30117,CARROLL,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
PULASKI MEMORIAL HOSPITAL,616 E 13TH ST,WINAMAC,IN,46996,PULASKI,Critical Access Hospitals,Government - Local,True,4.0
CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,4240,ANDROSCOGGIN,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,Acute Care Hospitals,Proprietary,False,5.0
DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240,DECATUR,Critical Access Hospitals,Government - Local,True,3.0
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,706 N PARRISH AVE,ADEL,GA,31620,COOK,Acute Care Hospitals,Proprietary,True,3.0
CLARA BARTON HOSPITAL,250 W 9TH STREET,HOISINGTON,KS,67544,BARTON,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
MAJOR HOSPITAL,150 W WASHINGTON ST,SHELBYVILLE,IN,46176,SHELBY,Acute Care Hospitals,Government - Local,True,4.0
WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,SPALDING,Acute Care Hospitals,Proprietary,True,3.0
WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,WAYNE,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
FRANKLIN MEDICAL CENTER,2106 LOOP ROAD,WINNSBORO,LA,71295,FRANKLIN,Acute Care Hospitals,Government - Hospital District or Authority,True,2.0
"PARKVIEW WABASH HOSPITAL, INC",710 N EAST ST,WABASH,IN,46992,WABASH,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,2124,SUFFOLK,Acute Care Hospitals,Proprietary,True,3.0
MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,IN,46947,CASS,Acute Care Hospitals,Government - Local,True,3.0
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,JEFFERSON,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,41041,FLEMING,Acute Care Hospitals,Voluntary non-profit - Other,True,3.0
MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST,OSKALOOSA,IA,52577,MAHASKA,Critical Access Hospitals,Voluntary non-profit - Other,True,4.0
MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,PERRY,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,LUCAS,Critical Access Hospitals,Voluntary non-profit - Other,True,3.0
ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE,DECATUR,IN,46733,ADAMS,Critical Access Hospitals,Government - Local,True,3.0
EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,JEFFERSON,Acute Care Hospitals,Government - Hospital District or Authority,True,4.0
HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,WILLIAMSON,Acute Care Hospitals,Proprietary,True,2.0
IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE,DES MOINES,IA,50316,POLK,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
NORTH CADDO MEDICAL CENTER,715 SOUTH PINE STREET,VIVIAN,LA,71082,CADDO,Critical Access Hospitals,Government - Hospital District or Authority,True,3.0
CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31015,CRISP,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,61068,OGLE,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,Acute Care Hospitals,Voluntary non-profit - Church,True,2.0
WILLIS KNIGHTON MEDICAL CENTER,2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,CADDO,Acute Care Hospitals,Voluntary non-profit - Private,True,4.0
ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,TWIN FALLS,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,GORDON,Acute Care Hospitals,Voluntary non-profit - Church,True,5.0
LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,Acute Care Hospitals,Proprietary,True,2.0
ST JOSEPH MEMORIAL HOSPITAL,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,JACKSON,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,ROWAN,Acute Care Hospitals,Government - Federal,True,2.0
OUR LADY OF THE ANGELS HOSPITAL,433 PLAZA STREET,BOGALUSA,LA,70427,WASHINGTON,Acute Care Hospitals,Government - State,True,3.0
TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,IN,47802,VIGO,Acute Care Hospitals,Proprietary,True,3.0
LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST AVENUE,MAYWOOD,IL,60153,COOK,Acute Care Hospitals,Voluntary non-profit - Private,True,2.0
FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,47331,FAYETTE,Acute Care Hospitals,Proprietary,True,4.0
LORING HOSPITAL,211 HIGHLAND AVENUE PO BOX 217,SAC CITY,IA,50583,SAC,Critical Access Hospitals,Voluntary non-profit - Private,True,3.0
THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,SAINT JOSEPH,Acute Care Hospitals,Government - Hospital District or Authority,True,3.0
ST ELIZABETH MEDICAL CENTER NORTH,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,Acute Care Hospitals,Voluntary non-profit - Church,True,4.0
PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,COOK,Acute Care Hospitals,Government - Local,True,3.0
ST VINCENT RANDOLPH HOSPITAL INC,473 E GREENVILLE AVE,WINCHESTER,IN,47394,RANDOLPH,Critical Access Hospitals,Voluntary non-profit - Private,True,4.0
COVENANT MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702,BLACK HAWK,Acute Care Hospitals,Voluntary non-profit - Private,True,3.0
